anime_id,name,genre,type,episodes,rating,members,profile
6293,Koukou Butouden Crows,"Action, School, Shounen",OVA,2.0,7.07,1509,"Action, School, Shounen OVA Koukou Butouden Crows"
4078,Kyou no 5 no 2 Kagai Jugyou: Mizukake,"Comedy, Ecchi, School, Seinen",Special,1.0,7.07,4623,"Comedy, Ecchi, School, Seinen Special Kyou no 5 no 2 Kagai Jugyou: Mizukake"
1399,Macross 7 Encore,"Action, Comedy, Drama, Mecha, Music, Sci-Fi, Shounen",OVA,3.0,7.07,5616,"Action, Comedy, Drama, Mecha, Music, Sci-Fi, Shounen OVA Macross 7 Encore"
632,Mahoromatic End Year Special,"Comedy, Ecchi, Military, Romance, Sci-Fi",Special,1.0,7.07,4783,"Comedy, Ecchi, Military, Romance, Sci-Fi Special Mahoromatic End Year Special"
2751,Miyori no Mori,"Drama, Fantasy, Slice of Life",Special,1.0,7.07,6273,"Drama, Fantasy, Slice of Life Special Miyori no Mori"
31138,Overlord: Ple Ple Pleiades,"Action, Comedy, Fantasy, Magic",Special,8.0,7.07,25625,"Action, Comedy, Fantasy, Magic Special Overlord: Ple Ple Pleiades"
6902,Saikyou Bushouden: Sangoku Engi,Historical,TV,52.0,7.07,1363,Historical TV Saikyou Bushouden: Sangoku Engi
1260,Saint Seiya: Saishuu Seisen no Senshi-tachi,"Adventure, Sci-Fi, Shounen",Movie,1.0,7.07,8217,"Adventure, Sci-Fi, Shounen Movie Saint Seiya: Saishuu Seisen no Senshi-tachi"
5203,Shin Maple Town Monogatari: Palm Town-hen,"Fantasy, Slice of Life",TV,44.0,7.07,589,"Fantasy, Slice of Life TV Shin Maple Town Monogatari: Palm Town-hen"
4810,Shinzou Ningen Casshern,Action,TV,35.0,7.07,2822,Action TV Shinzou Ningen Casshern
2415,Super Fishing Grander Musashi,"Adventure, Sports",TV,25.0,7.07,1920,"Adventure, Sports TV Super Fishing Grander Musashi"
1208,Tatsu no Ko Tarou,"Adventure, Demons, Fantasy, Historical",Movie,1.0,7.07,1850,"Adventure, Demons, Fantasy, Historical Movie Tatsu no Ko Tarou"
2097,Tokumu Sentai Shinesman,"Action, Comedy, Sci-Fi",OVA,2.0,7.07,1588,"Action, Comedy, Sci-Fi OVA Tokumu Sentai Shinesman"
9874,Touhou Niji Sousaku Doujin Anime: Musou Kakyou,"Fantasy, Magic",OVA,2.0,7.07,18305,"Fantasy, Magic OVA Touhou Niji Sousaku Doujin Anime: Musou Kakyou"
1892,YAT Anshin! Uchuu Ryokou 2,"Adventure, Comedy, Sci-Fi, Shounen",TV,25.0,7.07,486,"Adventure, Comedy, Sci-Fi, Shounen TV YAT Anshin! Uchuu Ryokou 2"
15489,Yu☆Gi☆Oh! Zexal Second,"Action, Fantasy, Game, Shounen",TV,73.0,7.07,11293,"Action, Fantasy, Game, Shounen TV Yu☆Gi☆Oh! Zexal Second"
18677,Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.,"Comedy, Ecchi, Fantasy, Romance",TV,12.0,7.07,115338,"Comedy, Ecchi, Fantasy, Romance TV Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita."
7669,&quot;Bungaku Shoujo&quot; Kyou no Oyatsu: Hatsukoi,"Comedy, Fantasy, School",OVA,1.0,7.06,14351,"Comedy, Fantasy, School OVA &quot;Bungaku Shoujo&quot; Kyou no Oyatsu: Hatsukoi"
873,.hack//Roots,"Adventure, Drama, Fantasy, Game, Sci-Fi",TV,26.0,7.06,50480,"Adventure, Drama, Fantasy, Game, Sci-Fi TV .hack//Roots"
9776,A-Channel,"Comedy, School, Seinen, Slice of Life",TV,12.0,7.06,58564,"Comedy, School, Seinen, Slice of Life TV A-Channel"
8,Beet the Vandel Buster,"Adventure, Fantasy, Shounen, Supernatural",TV,52.0,7.06,9848,"Adventure, Fantasy, Shounen, Supernatural TV Beet the Vandel Buster"
13145,Cardfight!! Vanguard: Asia Circuit-hen,"Action, Adventure, Demons, Game, Shounen",TV,39.0,7.06,11031,"Action, Adventure, Demons, Game, Shounen TV Cardfight!! Vanguard: Asia Circuit-hen"
30903,Children Record,Music,Music,2.0,7.06,745,Music Music Children Record
16512,Devil Survivor 2 The Animation,"Action, Demons, Supernatural",TV,13.0,7.06,101266,"Action, Demons, Supernatural TV Devil Survivor 2 The Animation"
1151,Dominion,"Comedy, Mecha, Police, Sci-Fi",OVA,4.0,7.06,7850,"Comedy, Mecha, Police, Sci-Fi OVA Dominion"
9314,Fractale,"Adventure, Fantasy, Sci-Fi",TV,11.0,7.06,55100,"Adventure, Fantasy, Sci-Fi TV Fractale"
11809,gdgd Fairies,Comedy,TV,12.0,7.06,2284,Comedy TV gdgd Fairies
5688,Gegege no Kitarou (1968),"Adventure, Comedy, Fantasy, Horror, Supernatural",TV,65.0,7.06,1276,"Adventure, Comedy, Fantasy, Horror, Supernatural TV Gegege no Kitarou (1968)"
2916,Genki Bakuhatsu Ganbaruger,"Mecha, Shounen",TV,47.0,7.06,367,"Mecha, Shounen TV Genki Bakuhatsu Ganbaruger"
456,Gokujou Seitokai,"Comedy, School, Slice of Life",TV,26.0,7.06,12234,"Comedy, School, Slice of Life TV Gokujou Seitokai"
1180,Hyper Police,"Action, Comedy, Police, Romance, Sci-Fi",TV,25.0,7.06,4973,"Action, Comedy, Police, Romance, Sci-Fi TV Hyper Police"
10191,Katte ni Kaizou,"Comedy, Parody, School, Sci-Fi, Shounen",OVA,6.0,7.06,19904,"Comedy, Parody, School, Sci-Fi, Shounen OVA Katte ni Kaizou"
1637,Kaze to Ki no Uta Sanctus: Sei Naru Kana,"Drama, Historical, Romance, Shoujo, Shounen Ai",OVA,1.0,7.06,6105,"Drama, Historical, Romance, Shoujo, Shounen Ai OVA Kaze to Ki no Uta Sanctus: Sei Naru Kana"
3281,Kinnikuman: Kinnikusei Oui Soudatsu-hen,"Action, Comedy, Shounen, Sports",TV,46.0,7.06,676,"Action, Comedy, Shounen, Sports TV Kinnikuman: Kinnikusei Oui Soudatsu-hen"
3019,Lupin III: Kiri no Elusive,"Action, Adventure, Comedy, Shounen",Special,1.0,7.06,2693,"Action, Adventure, Comedy, Shounen Special Lupin III: Kiri no Elusive"
673,Mai-HiME Specials,Comedy,Special,27.0,7.06,9210,Comedy Special Mai-HiME Specials
9712,Maria†Holic Alive,"Comedy, Parody, School, Shoujo Ai",TV,12.0,7.06,40502,"Comedy, Parody, School, Shoujo Ai TV Maria†Holic Alive"
32534,Monkey King: Hero Is Back,"Adventure, Fantasy, Historical, Martial Arts, Supernatural",Movie,1.0,7.08,499,"Adventure, Fantasy, Historical, Martial Arts, Supernatural Movie Monkey King: Hero Is Back"
16910,Namiuchigiwa no Muromi-san,"Comedy, Fantasy, Slice of Life",TV,13.0,7.06,25564,"Comedy, Fantasy, Slice of Life TV Namiuchigiwa no Muromi-san"
12119,Natsu-iro Kiseki,"School, Slice of Life, Supernatural",TV,12.0,7.06,26883,"School, Slice of Life, Supernatural TV Natsu-iro Kiseki"
1152,New Dominion Tank Police,"Comedy, Mecha, Police, Sci-Fi, Shounen",OVA,6.0,7.06,5062,"Comedy, Mecha, Police, Sci-Fi, Shounen OVA New Dominion Tank Police"
32468,Nirvana,Music,Music,1.0,7.06,1760,Music Music Nirvana
25099,Ore ga Ojousama Gakkou ni &quot;Shomin Sample&quot; Toshite Gets♥Sareta Ken,"Comedy, Ecchi, Harem, Romance, School",TV,12.0,7.06,77774,"Comedy, Ecchi, Harem, Romance, School TV Ore ga Ojousama Gakkou ni &quot;Shomin Sample&quot; Toshite Gets♥Sareta Ken"
12281,Rinne no Lagrange Season 2,"Action, Comedy, Mecha, Sci-Fi",TV,12.0,7.06,19427,"Action, Comedy, Mecha, Sci-Fi TV Rinne no Lagrange Season 2"
1710,Rockman.EXE,"Action, Adventure, Comedy, Game, Mecha, Sci-Fi, Shounen",TV,56.0,7.06,19212,"Action, Adventure, Comedy, Game, Mecha, Sci-Fi, Shounen TV Rockman.EXE"
12223,Scryed Alteration II: Quan,"Action, Adventure, Sci-Fi, Shounen, Super Power",Movie,1.0,7.06,2438,"Action, Adventure, Sci-Fi, Shounen, Super Power Movie Scryed Alteration II: Quan"
31374,Shingeki! Kyojin Chuugakkou,"Comedy, Parody, School, Shounen",TV,12.0,7.06,52928,"Comedy, Parody, School, Shounen TV Shingeki! Kyojin Chuugakkou"
32409,Shinmai Maou no Testament Burst Specials,"Comedy, Demons, Ecchi",Special,5.0,7.06,3495,"Comedy, Demons, Ecchi Special Shinmai Maou no Testament Burst Specials"
10014,Shouwa Monogatari,"Drama, Historical",TV,13.0,7.06,3563,"Drama, Historical TV Shouwa Monogatari"
3174,Sola Specials,"Comedy, Romance, Slice of Life, Supernatural",Special,2.0,7.06,12223,"Comedy, Romance, Slice of Life, Supernatural Special Sola Specials"
21409,The iDOLM@STER Cinderella Girls 2nd Anniversary PV,Music,Music,1.0,7.06,2408,Music Music The iDOLM@STER Cinderella Girls 2nd Anniversary PV
1897,Zettai Muteki Raijin-Oh,"Adventure, Mecha, School, Sci-Fi, Shounen",TV,51.0,7.06,592,"Adventure, Mecha, School, Sci-Fi, Shounen TV Zettai Muteki Raijin-Oh"
308,Zettai Shounen,"Drama, Fantasy, Mystery, Sci-Fi, Shounen",TV,26.0,7.06,11165,"Drama, Fantasy, Mystery, Sci-Fi, Shounen TV Zettai Shounen"
2404,Zombie-Loan,"Action, Horror, Shounen, Supernatural",TV,11.0,7.06,93637,"Action, Horror, Shounen, Supernatural TV Zombie-Loan"
10737,A-Channel: +A-Channel,"Comedy, School, Seinen, Slice of Life",Special,11.0,7.05,12631,"Comedy, School, Seinen, Slice of Life Special A-Channel: +A-Channel"
8285,Ai no Senshi Rainbowman,"Action, Adventure, Mecha, Sci-Fi",TV,22.0,7.05,524,"Action, Adventure, Mecha, Sci-Fi TV Ai no Senshi Rainbowman"
1798,Animation Seisaku Shinkou Kuromi-chan 2,"Comedy, Drama, Parody",OVA,1.0,7.05,3841,"Comedy, Drama, Parody OVA Animation Seisaku Shinkou Kuromi-chan 2"
834,Bleach: The Sealed Sword Frenzy,"Adventure, Comedy, Drama, Fantasy, Shounen, Supernatural",Special,1.0,7.05,73241,"Adventure, Comedy, Drama, Fantasy, Shounen, Supernatural Special Bleach: The Sealed Sword Frenzy"
2692,CB Chara Go Nagai World,"Action, Comedy, Parody",OVA,3.0,7.05,989,"Action, Comedy, Parody OVA CB Chara Go Nagai World"
1844,CLAMP Gakuen Tanteidan,"Action, Comedy, Mystery",TV,26.0,7.05,7830,"Action, Comedy, Mystery TV CLAMP Gakuen Tanteidan"
8728,Code Geass: Hangyaku no Lelouch - Kiseki no Birthday Picture Drama,"School, Supernatural",Special,1.0,7.05,18422,"School, Supernatural Special Code Geass: Hangyaku no Lelouch - Kiseki no Birthday Picture Drama"
2172,Crayon Shin-chan Movie 15: Arashi wo Yobu Utau Ketsu dake Bakudan!,"Comedy, Ecchi, Kids, School",Movie,1.0,7.05,1051,"Comedy, Ecchi, Kids, School Movie Crayon Shin-chan Movie 15: Arashi wo Yobu Utau Ketsu dake Bakudan!"
2595,D.C.II: Da Capo II,"Drama, Ecchi, Romance, School",TV,13.0,7.05,25225,"Drama, Ecchi, Romance, School TV D.C.II: Da Capo II"
502,Dragon Ball Movie 1: Shen Long no Densetsu,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Movie,1.0,7.05,30279,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power Movie Dragon Ball Movie 1: Shen Long no Densetsu"
22695,Dragon Ball Z: Summer Vacation Special,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",Special,1.0,7.05,4251,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power Special Dragon Ball Z: Summer Vacation Special"
870,Dragon Half,"Comedy, Fantasy, Parody",OVA,2.0,7.05,11596,"Comedy, Fantasy, Parody OVA Dragon Half"
1465,Hakaima Sadamitsu,"Action, Mecha, School, Sci-Fi, Seinen",TV,10.0,7.05,3300,"Action, Mecha, School, Sci-Fi, Seinen TV Hakaima Sadamitsu"
2749,Heisei Inu Monogatari Bow,"Adventure, Comedy",TV,40.0,7.05,428,"Adventure, Comedy TV Heisei Inu Monogatari Bow"
811,I&#039;&#039;s Pure,"Comedy, Drama, Ecchi, Romance, School",OVA,6.0,7.05,17276,"Comedy, Drama, Ecchi, Romance, School OVA I&#039;&#039;s Pure"
4935,Ikkyuu-san,"Comedy, Historical, Kids",TV,296.0,7.05,720,"Comedy, Historical, Kids TV Ikkyuu-san"
6566,It&#039;s a Rumic World: 50th Anniversary Weekly★Shonen Sunday,"Comedy, Sci-Fi",Special,1.0,7.05,2087,"Comedy, Sci-Fi Special It&#039;s a Rumic World: 50th Anniversary Weekly★Shonen Sunday"
143,Kannazuki no Miko,"Drama, Magic, Mecha, Romance, Shoujo Ai, Shounen, Supernatural",TV,12.0,7.05,42927,"Drama, Magic, Mecha, Romance, Shoujo Ai, Shounen, Supernatural TV Kannazuki no Miko"
3318,Kimi ga Nozomu Eien: Next Season,"Drama, Romance",OVA,4.0,7.05,21064,"Drama, Romance OVA Kimi ga Nozomu Eien: Next Season"
5235,Live On Cardliver Kakeru,"Fantasy, Game",TV,51.0,7.05,528,"Fantasy, Game TV Live On Cardliver Kakeru"
1400,Macross 7 Movie: Ginga ga Ore wo Yondeiru!,"Action, Adventure, Comedy, Drama, Mecha, Music, Sci-Fi, Shounen",Movie,1.0,7.05,5270,"Action, Adventure, Comedy, Drama, Mecha, Music, Sci-Fi, Shounen Movie Macross 7 Movie: Ginga ga Ore wo Yondeiru!"
4807,Mashin Eiyuuden Wataru 2,"Adventure, Comedy, Mecha",TV,46.0,7.05,492,"Adventure, Comedy, Mecha TV Mashin Eiyuuden Wataru 2"
2573,Minami no Niji no Lucy,"Adventure, Drama, Slice of Life",TV,50.0,7.05,742,"Adventure, Drama, Slice of Life TV Minami no Niji no Lucy"
196,Onegai☆Twins,"Comedy, Drama, Harem, School, Sci-Fi",TV,12.0,7.05,59164,"Comedy, Drama, Harem, School, Sci-Fi TV Onegai☆Twins"
19845,Ore no Imouto ga Konnani Kawaii Wake ga Nai.: SD Chara ni Yoru Short Movie,Comedy,Special,13.0,7.05,6311,Comedy Special Ore no Imouto ga Konnani Kawaii Wake ga Nai.: SD Chara ni Yoru Short Movie
31231,Pokemon the Movie XY&amp;Z: Volcanion to Karakuri no Magiana,"Adventure, Fantasy, Kids",Movie,1.0,7.05,3572,"Adventure, Fantasy, Kids Movie Pokemon the Movie XY&amp;Z: Volcanion to Karakuri no Magiana"
34325,Pokemon XY&amp;Z Specials,"Action, Adventure, Comedy, Fantasy, Kids",Special,2.0,7.05,1454,"Action, Adventure, Comedy, Fantasy, Kids Special Pokemon XY&amp;Z Specials"
1119,Pokemon: Celebi Toki wo Koeta Deai,"Adventure, Comedy, Drama, Fantasy, Kids",Movie,1.0,7.05,58359,"Adventure, Comedy, Drama, Fantasy, Kids Movie Pokemon: Celebi Toki wo Koeta Deai"
1553,Queen Emeraldas,"Action, Adventure, Sci-Fi",OVA,4.0,7.05,3279,"Action, Adventure, Sci-Fi OVA Queen Emeraldas"
1489,Renkin San-kyuu Magical? Pokaan Specials,"Comedy, Ecchi, Magic, Parody, Vampire",Special,3.0,7.05,4684,"Comedy, Ecchi, Magic, Parody, Vampire Special Renkin San-kyuu Magical? Pokaan Specials"
10572,Ro-Kyu-Bu!,"Comedy, Ecchi, School, Sports",TV,12.0,7.05,46940,"Comedy, Ecchi, School, Sports TV Ro-Kyu-Bu!"
1256,Saint Seiya: Jashin Eris,"Adventure, Sci-Fi, Shounen",Movie,1.0,7.05,10277,"Adventure, Sci-Fi, Shounen Movie Saint Seiya: Jashin Eris"
789,Shinigami no Ballad.,"Drama, Fantasy, Psychological, Supernatural",TV,6.0,7.05,32297,"Drama, Fantasy, Psychological, Supernatural TV Shinigami no Ballad."
14617,Stranger: Mukou Hadan Pilot,"Action, Adventure, Historical, Samurai, Seinen",Special,1.0,7.05,4741,"Action, Adventure, Historical, Samurai, Seinen Special Stranger: Mukou Hadan Pilot"
24133,Taimadou Gakuen 35 Shiken Shoutai,"Action, Ecchi, Fantasy, Harem, Military, Romance, Supernatural",TV,12.0,7.05,99133,"Action, Ecchi, Fantasy, Harem, Military, Romance, Supernatural TV Taimadou Gakuen 35 Shiken Shoutai"
10923,Tantei Opera Milky Holmes: Summer Special,"Comedy, Mystery, Super Power",Special,1.0,7.05,5050,"Comedy, Mystery, Super Power Special Tantei Opera Milky Holmes: Summer Special"
15673,Tell Your World,Music,Music,1.0,7.05,2630,Music Music Tell Your World
1720,To Heart 2 OVA,"Comedy, Drama, Harem, Romance, School",OVA,3.0,7.05,4754,"Comedy, Drama, Harem, Romance, School OVA To Heart 2 OVA"
30547,Touhou Niji Sousaku Doujin Anime: Musou Kakyou Special,"Fantasy, Magic",OVA,1.0,7.05,2540,"Fantasy, Magic OVA Touhou Niji Sousaku Doujin Anime: Musou Kakyou Special"
26453,Tribe Cool Crew,"Music, School",TV,50.0,7.05,3334,"Music, School TV Tribe Cool Crew"
5992,Tsuyoshi Shikkari Shinasai,"Comedy, Drama, Romance, School, Shounen, Slice of Life",TV,112.0,7.05,550,"Comedy, Drama, Romance, School, Shounen, Slice of Life TV Tsuyoshi Shikkari Shinasai"
2006,Yu☆Gi☆Oh! (1999),"Adventure, Comedy, Fantasy, Game, Shounen",Movie,1.0,7.05,26934,"Adventure, Comedy, Fantasy, Game, Shounen Movie Yu☆Gi☆Oh! (1999)"
303,Aa! Megami-sama!: Chichaitte Koto wa Benri da ne,"Comedy, Magic, Supernatural",TV,48.0,7.04,15937,"Comedy, Magic, Supernatural TV Aa! Megami-sama!: Chichaitte Koto wa Benri da ne"
3266,Ai Yori Aoshi: Enishi - Miyuki,"Comedy, Drama, Romance",Special,1.0,7.04,12647,"Comedy, Drama, Romance Special Ai Yori Aoshi: Enishi - Miyuki"
3359,Amatsuki,"Action, Fantasy, Historical, Shoujo, Supernatural",TV,13.0,7.04,41920,"Action, Fantasy, Historical, Shoujo, Supernatural TV Amatsuki"
280,Animal Yokochou,"Adventure, Comedy, Fantasy, Shoujo",TV,51.0,7.04,1511,"Adventure, Comedy, Fantasy, Shoujo TV Animal Yokochou"
1797,Animation Seisaku Shinkou Kuromi-chan,"Comedy, Drama, Parody",OVA,1.0,7.04,5794,"Comedy, Drama, Parody OVA Animation Seisaku Shinkou Kuromi-chan"
5116,Candy Boy Episode: EX01 - Mirai Yohouzu,"School, Shoujo Ai, Slice of Life",OVA,1.0,7.04,16405,"School, Shoujo Ai, Slice of Life OVA Candy Boy Episode: EX01 - Mirai Yohouzu"
27653,Crayon Shin-chan Movie 23: Ora no Hikkoshi Monogatari - Saboten Daisuugeki,"Comedy, Kids, Shounen",Movie,1.0,7.04,478,"Comedy, Kids, Shounen Movie Crayon Shin-chan Movie 23: Ora no Hikkoshi Monogatari - Saboten Daisuugeki"
17827,Daitoshokan no Hitsujikai,"Harem, Romance, School",TV,12.0,7.04,46874,"Harem, Romance, School TV Daitoshokan no Hitsujikai"
8624,Digimon Xros Wars,"Action, Adventure, Comedy, Fantasy, Shounen",TV,30.0,7.04,22723,"Action, Adventure, Comedy, Fantasy, Shounen TV Digimon Xros Wars"
28221,Etotama,"Action, Comedy, Fantasy",TV,12.0,7.04,36463,"Action, Comedy, Fantasy TV Etotama"
5155,Genji Monogatari Sennenki,"Drama, Historical, Romance",TV,11.0,7.04,8554,"Drama, Historical, Romance TV Genji Monogatari Sennenki"
19261,Gintama x Mameshiba,"Comedy, Parody",Special,6.0,7.04,5566,"Comedy, Parody Special Gintama x Mameshiba"
18343,Girls und Panzer: Fushou - Akiyama Yukari no Sensha Kouza,"Military, School",Special,6.0,7.04,5867,"Military, School Special Girls und Panzer: Fushou - Akiyama Yukari no Sensha Kouza"
2280,Hare Tokidoki Buta (TV),Comedy,TV,61.0,7.04,607,Comedy TV Hare Tokidoki Buta (TV)
2999,Hi no Tori: Yamato-hen,"Drama, Historical",OVA,1.0,7.04,1069,"Drama, Historical OVA Hi no Tori: Yamato-hen"
10079,Hoshizora e Kakaru Hashi,"Comedy, Ecchi, Harem, Romance, School",TV,12.0,7.04,85178,"Comedy, Ecchi, Harem, Romance, School TV Hoshizora e Kakaru Hashi"
21511,Kantai Collection: KanColle,"Action, Military, School, Sci-Fi, Slice of Life",TV,12.0,7.04,100999,"Action, Military, School, Sci-Fi, Slice of Life TV Kantai Collection: KanColle"
32376,Kindaichi Shounen no Jikenbo Returns 2nd Season: Akechi Keibu no Jikenbo,"Mystery, Shounen",Special,1.0,7.04,625,"Mystery, Shounen Special Kindaichi Shounen no Jikenbo Returns 2nd Season: Akechi Keibu no Jikenbo"
15819,Kindaichi Shounen no Jikenbo: Kuromajutsu Satsujin Jiken-hen,"Mystery, Shounen",OVA,2.0,7.04,782,"Mystery, Shounen OVA Kindaichi Shounen no Jikenbo: Kuromajutsu Satsujin Jiken-hen"
580,Kogepan,Comedy,TV,10.0,7.04,4436,Comedy TV Kogepan
10122,Kowarekake no Orgel Special,"Drama, Music, Sci-Fi, Seinen, Slice of Life",Special,1.0,7.04,7198,"Drama, Music, Sci-Fi, Seinen, Slice of Life Special Kowarekake no Orgel Special"
1431,Lupin III: Ai no Da Capo - Fujiko&#039;s Unlucky Days,"Action, Adventure, Comedy, Shounen",Special,1.0,7.04,3279,"Action, Adventure, Comedy, Shounen Special Lupin III: Ai no Da Capo - Fujiko&#039;s Unlucky Days"
1504,Macross Flash Back 2012,"Drama, Mecha, Military, Sci-Fi",OVA,1.0,7.04,5199,"Drama, Mecha, Military, Sci-Fi OVA Macross Flash Back 2012"
31884,Mahoutsukai Precure!,"Action, Fantasy, Magic, School, Shoujo, Slice of Life",TV,48.0,7.04,3865,"Action, Fantasy, Magic, School, Shoujo, Slice of Life TV Mahoutsukai Precure!"
1951,Manie-Manie: Meikyuu Monogatari,"Adventure, Fantasy, Horror, Sci-Fi, Supernatural",Movie,3.0,7.04,9568,"Adventure, Fantasy, Horror, Sci-Fi, Supernatural Movie Manie-Manie: Meikyuu Monogatari"
4232,Mobile Suit Gundam MS IGLOO 2: Gravity of the Battlefront,"Mecha, Sci-Fi",OVA,3.0,7.04,6864,"Mecha, Sci-Fi OVA Mobile Suit Gundam MS IGLOO 2: Gravity of the Battlefront"
30514,Nisekoimonogatari,Music,ONA,1.0,7.04,17116,Music ONA Nisekoimonogatari
12591,Ojamajo Doremi OVA,"Kids, Magic",OVA,3.0,7.04,799,"Kids, Magic OVA Ojamajo Doremi OVA"
32634,Okusama ga Seitokaichou!: Okusama Gekijou,"Comedy, Shounen",Special,12.0,7.04,4250,"Comedy, Shounen Special Okusama ga Seitokaichou!: Okusama Gekijou"
33606,One Piece Film: Gold Episode 0 - 711 ver.,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Special,1.0,7.04,4166,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power Special One Piece Film: Gold Episode 0 - 711 ver."
17115,Pokemon Best Wishes! Season 2: Episode N,"Action, Adventure, Comedy, Fantasy, Kids",TV,14.0,7.04,13647,"Action, Adventure, Comedy, Fantasy, Kids TV Pokemon Best Wishes! Season 2: Episode N"
1525,Pokemon Crystal: Raikou Ikazuchi no Densetsu,"Action, Adventure, Comedy, Fantasy, Kids",Special,1.0,7.04,13929,"Action, Adventure, Comedy, Fantasy, Kids Special Pokemon Crystal: Raikou Ikazuchi no Densetsu"
16678,Pokemon: Pikachu to Eevee Friends,"Adventure, Comedy, Fantasy, Kids",Movie,1.0,7.04,3849,"Adventure, Comedy, Fantasy, Kids Movie Pokemon: Pikachu to Eevee Friends"
32160,Precure All Stars Movie: Minna de Utau♪ - Kiseki no Mahou,"Action, Comedy, Fantasy, Magic, Music, Shoujo",Movie,1.0,7.04,699,"Action, Comedy, Fantasy, Magic, Music, Shoujo Movie Precure All Stars Movie: Minna de Utau♪ - Kiseki no Mahou"
31559,Prince of Stride: Alternative,Sports,TV,12.0,7.04,79630,Sports TV Prince of Stride: Alternative
5996,Prince of Tennis: Oshougatsu Special,"Action, Comedy, Shounen, Sports",Special,1.0,7.04,5000,"Action, Comedy, Shounen, Sports Special Prince of Tennis: Oshougatsu Special"
1357,Shin Hokuto no Ken,"Action, Martial Arts, Sci-Fi, Shounen",OVA,3.0,7.04,6426,"Action, Martial Arts, Sci-Fi, Shounen OVA Shin Hokuto no Ken"
28625,Shisha no Teikoku,"Historical, Psychological, Sci-Fi",Movie,1.0,7.04,31182,"Historical, Psychological, Sci-Fi Movie Shisha no Teikoku"
7768,Tantei Opera Milky Holmes,"Comedy, Mystery, Super Power",TV,12.0,7.04,28812,"Comedy, Mystery, Super Power TV Tantei Opera Milky Holmes"
4208,Tetsujin 28-gou (1980),"Action, Mecha",TV,51.0,7.04,821,"Action, Mecha TV Tetsujin 28-gou (1980)"
2625,The☆Doraemons: The Mysterious Thief Dorapan The Mysterious Cartel,"Comedy, Fantasy, Kids, Sci-Fi, Shounen",Movie,1.0,7.04,621,"Comedy, Fantasy, Kids, Sci-Fi, Shounen Movie The☆Doraemons: The Mysterious Thief Dorapan The Mysterious Cartel"
4166,To Heart 2 AD,"Comedy, Ecchi, Romance",OVA,2.0,7.04,4412,"Comedy, Ecchi, Romance OVA To Heart 2 AD"
687,Tokyo Mew Mew,"Adventure, Comedy, Fantasy, Magic, Romance, Sci-Fi, Shoujo, Supernatural",TV,52.0,7.04,67936,"Adventure, Comedy, Fantasy, Magic, Romance, Sci-Fi, Shoujo, Supernatural TV Tokyo Mew Mew"
711,Uchuu Senkan Yamato (Movie),"Drama, Military, Sci-Fi, Space",Movie,1.0,7.04,2154,"Drama, Military, Sci-Fi, Space Movie Uchuu Senkan Yamato (Movie)"
8422,Vampire Knight: Gekiai no Portrait,"Comedy, Shoujo, Vampire",Special,1.0,7.04,23727,"Comedy, Shoujo, Vampire Special Vampire Knight: Gekiai no Portrait"
2746,Vexille: 2077 Nihon Sakoku,"Action, Military, Sci-Fi",Movie,1.0,7.04,14754,"Action, Military, Sci-Fi Movie Vexille: 2077 Nihon Sakoku"
19023,"Wake Up, Girls!","Drama, Music",TV,12.0,7.04,29679,"Drama, Music TV Wake Up, Girls!"
6165,White Album 2nd Season,"Drama, Harem, Music, Romance",TV,13.0,7.04,24889,"Drama, Harem, Music, Romance TV White Album 2nd Season"
6489,Zero no Tsukaima: Princesses no Rondo Picture Drama,"Action, Adventure, Comedy, Drama, Ecchi, Fantasy, Harem, Magic, Romance, School",Special,7.0,7.04,23532,"Action, Adventure, Comedy, Drama, Ecchi, Fantasy, Harem, Magic, Romance, School Special Zero no Tsukaima: Princesses no Rondo Picture Drama"
1249,"Zone of the Enders: Dolores, I","Action, Adventure, Comedy, Mecha, Military, Sci-Fi, Space",TV,26.0,7.04,6753,"Action, Adventure, Comedy, Mecha, Military, Sci-Fi, Space TV Zone of the Enders: Dolores, I"
31763,Accel World: Infinite∞Burst,"Action, Game, Romance, School, Sci-Fi",Movie,1.0,7.03,21916,"Action, Game, Romance, School, Sci-Fi Movie Accel World: Infinite∞Burst"
1762,Arslan Senki,"Action, Adventure, Drama, Fantasy, Historical",OVA,6.0,7.03,10953,"Action, Adventure, Drama, Fantasy, Historical OVA Arslan Senki"
10431,Baka to Test to Shoukanjuu: Matsuri - Sentaku ni Yotte Tenkai ga Kawaru &quot;LIPS Eizou&quot;,"Comedy, Parody",ONA,1.0,7.03,18934,"Comedy, Parody ONA Baka to Test to Shoukanjuu: Matsuri - Sentaku ni Yotte Tenkai ga Kawaru &quot;LIPS Eizou&quot;"
